method,image_rel,gt,pred,confidence_basecsv,ned,accuracy,sigma,ssim,tenengrad,delta_mu,contrast_pr,contrast_gain,key,idx,filename,sharp_score,low_light_score,contrast_score,noise_score
baseline,224_WALLACE.png,WALLACE,wallace,0.6230775713920593,0.0,0,61.196455705782384,0.0,205547276.0,0.0,0.6431372549019608,0.0,224_WALLACE.png,224,224_WALLACE.png,0.7917840904269154,0.2472924987569577,0.6470588170588236,0.3241546555789248
baseline,225_SWORD.png,SWORD,sword,0.9898170828819276,0.0,0,57.36206279990642,0.0,167339000.0,0.0,0.6623529411764705,0.0,225_SWORD.png,225,225_SWORD.png,0.781689771008859,0.2490336757957925,0.6623529345529412,0.3443713224912502
baseline,226_SoftWare.png,SoftWare,sofware,0.0428452007472515,0.625,0,69.39969621800883,0.0,2522299066.0,0.0,0.7137254901960784,0.0,226_SoftWare.png,226,226_SoftWare.png,0.8359070262998025,0.3303247016368296,0.7137254830588237,0.1509935618764492
baseline,227_Engineering.png,Engineering,engineering,0.0449149534106254,0.9090909090909092,0,64.12675902368687,0.0,2562156820.0,0.0,0.6666666666666666,0.0,227_Engineering.png,227,227_Engineering.png,0.8422531035833695,0.3407031223463894,0.6666666600000001,0.1882994490939379
baseline,228_Ian.png,Ian,lan,0.6122909784317017,0.6666666666666667,0,52.81930039583857,0.0,216856154.0,0.0,0.5647058823529412,0.0,228_Ian.png,228,228_Ian.png,0.7291256564832521,0.3072658710189134,0.5607843081176471,0.3337467002027739
baseline,229_Sommerville.png,Sommerville,sommerville,0.2840905785560608,0.9090909090909092,0,58.96593107362597,0.0,928837800.0,0.0,0.6392156862745098,0.0,229_Sommerville.png,229,229_Sommerville.png,0.8244747085207815,0.3506102130339956,0.639215679882353,0.257576526308734
baseline,230_HEPP.png,HEPP,hepp,0.360256165266037,0.0,0,36.18367548428073,0.0,56929416.0,0.0,0.3764705882352941,0.0,230_HEPP.png,230,230_HEPP.png,0.6955530621626583,0.3945025363423446,0.372549015882353,0.0989036995363252
baseline,231_Verbandstoffe.png,Verbandstoffe,verbandstone,0.0591624081134796,0.7692307692307692,0,35.46176996957626,0.0,136590346.0,0.0,0.3529411764705882,0.0,231_Verbandstoffe.png,231,231_Verbandstoffe.png,0.7934950451293422,0.4169783921769583,0.3529411729411765,0.1039402577225453
baseline,232_7.png,7,7,0.460697740316391,1.0,1,48.25823966401802,0.0,21769368.0,0.0,0.4941176470588235,0.0,232_7.png,232,232_7.png,0.7111617889136924,0.4413080897588439,0.4980392107058824,0.0893778242177494
baseline,233_mg.png,mg,mg,0.5770450234413147,1.0,1,50.488289451573365,0.0,71862572.0,0.0,0.5176470588235295,0.0,233_mg.png,233,233_mg.png,0.7335425267422272,0.5052771723098619,0.5137254850588235,0.1036695071412111
baseline,234_mg.png,mg,mg,0.5126721262931824,1.0,1,51.514050807511566,0.0,77361596.0,0.0,0.5176470588235295,0.0,234_mg.png,234,234_mg.png,0.7357196284668538,0.5050842048483956,0.517647053647059,0.1027818909587693
baseline,235_9.png,9,9,0.1093713343143463,1.0,1,47.90574211588282,0.0,32178748.0,0.0,0.4862745098039215,0.0,235_9.png,235,235_9.png,0.7165961816375723,0.5204332721065916,0.4823529363529412,0.1210562746161726
baseline,236_mg.png,mg,mg,0.6977093815803528,1.0,1,48.825001360611374,0.0,69645946.0,0.0,0.4823529411764706,0.0,236_mg.png,236,236_mg.png,0.7432338056842537,0.4871664975317655,0.4784313677647059,0.1047706021189307
baseline,237_AN.png,AN,an,0.9300894737243652,0.0,0,29.78858362041073,0.0,31414396.0,0.0,0.2980392156862745,0.0,237_AN.png,237,237_AN.png,0.7530396046955994,0.2415777692658463,0.2980392127058824,0.1561149630507334
baseline,238_INTRODUCTION.png,INTRODUCTION,introduction,0.869132399559021,0.0,0,32.16076840932182,0.0,197617620.0,0.0,0.3294117647058823,0.0,238_INTRODUCTION.png,238,238_INTRODUCTION.png,0.8178674267132761,0.2537002876029194,0.3254901928235295,0.1550318241265439
baseline,239_TO.png,TO,to,0.4747571647167206,0.0,0,37.60445195851938,0.0,48573298.0,0.0,0.3803921568627451,0.0,239_TO.png,239,239_TO.png,0.7141173065644366,0.2941647029407058,0.3788235256235293,0.1714800473364728
baseline,240_DATABASE.png,DATABASE,database,0.6063963174819946,0.0,0,35.82354045114217,0.0,402602460.0,0.0,0.3607843137254902,0.0,240_DATABASE.png,240,240_DATABASE.png,0.8077458325448857,0.259925774046242,0.3568627415294118,0.1356175042776823
baseline,241_SYSTEMS.png,SYSTEMS,srstems,0.2933181524276733,0.0,0,36.043718992805296,0.0,290727342.0,0.0,0.3803921568627451,0.0,241_SYSTEMS.png,241,241_SYSTEMS.png,0.7963514893609095,0.2078093108451121,0.3803921530588235,0.1346569119136043
baseline,242_DATE.png,DATE,date,0.7939161658287048,0.0,0,41.05354692691522,0.0,210073402.0,0.0,0.392156862745098,0.0,242_DATE.png,242,242_DATE.png,0.7983588142627945,0.2982098593126336,0.3960784274117647,0.1164816887081276
baseline,243_RIVERSIDE.png,RIVERSIDE,riverside,0.8426784873008728,0.0,0,70.17606790415434,0.0,1397206640.0,0.0,0.6627450980392157,0.0,243_RIVERSIDE.png,243,243_RIVERSIDE.png,0.8321969352899398,0.1987755890190724,0.6666666600000001,0.0795731936033414
baseline,244_WALK.png,WALK,walk,0.9940386414527892,0.0,0,61.42115644743986,0.0,741170650.0,0.0,0.6627450980392157,0.0,244_WALK.png,244,244_WALK.png,0.8181776936877552,0.1592138229275686,0.6588235228235295,0.0819635104454207
baseline,245_Diet.png,Diet,diete,0.3227993249893188,0.6,0,77.1189370041198,0.0,1389625414.0,0.0,0.7450980392156863,0.0,245_Diet.png,245,245_Diet.png,0.80825140308304,0.3724101762569816,0.7490196003529414,0.1913569785936395
baseline,246_Coke.png,Coke,coke,0.9761080741882324,0.75,0,62.94285645647805,0.0,1384498886.0,0.0,0.6274509803921569,0.0,246_Coke.png,246,246_Coke.png,0.8202827849435389,0.5930027551078679,0.6274509741176472,0.2103063925675657
baseline,247_REGISTERED.png,REGISTERED,reaistered,0.5229830145835876,0.0,0,41.41186056486092,0.0,101723228.0,0.0,0.4274509803921568,0.0,247_REGISTERED.png,247,247_REGISTERED.png,0.7829149607961947,0.2973187384768809,0.4235294075294118,0.341484238666617
baseline,248_TRADE.png,TRADE,trade,0.9068926572799684,0.0,0,39.85368214764633,0.0,45403502.0,0.0,0.4392156862745098,0.0,248_TRADE.png,248,248_TRADE.png,0.9150553573642572,0.3483681104285505,0.439215681882353,0.4121288059301306
baseline,249_MARK.png,MARK,marr,0.4318467676639557,0.0,0,33.06756273053334,0.0,27878048.0,0.0,0.3607843137254902,0.0,249_MARK.png,249,249_MARK.png,0.8827806541461648,0.4866138406720769,0.3647058787058824,0.4215092893309197
baseline,250_intel.png,intel,nel,4.565440394799225e-05,0.6,0,29.60179096031465,0.0,45623092.0,0.0,0.2823529411764706,0.0,250_intel.png,250,250_intel.png,0.6831366438644306,0.0848071739071999,0.2784313697647059,0.3600056572007499
baseline,251_inside.png,inside,inside,0.1380681991577148,1.0,1,31.233265801199348,0.0,54345650.0,0.0,0.3019607843137254,0.0,251_inside.png,251,251_inside.png,0.6971679327930009,0.0912830083213495,0.2980392127058824,0.3652857507204645
baseline,252_pentium.png,pentium,pentium,0.8653802871704102,1.0,1,30.187301970734275,0.0,46157708.0,0.0,0.2968627450980394,0.0,252_pentium.png,252,252_pentium.png,0.7276624723032575,0.228326935112916,0.2980392127058824,0.3349263682919841
baseline,253_4.png,4,4,0.4066510796546936,1.0,1,41.15662318543374,0.0,23853240.0,0.0,0.4156862745098039,0.0,253_4.png,253,253_4.png,0.7202145718695292,0.277186782612261,0.4137254860588236,0.330846201502787
baseline,254_hoss.png,hoss,hoss,0.988431751728058,1.0,1,45.44044261425539,0.0,154159180.0,0.0,0.4509803921568627,0.0,254_hoss.png,254,254_hoss.png,0.7812081411788223,0.5049863993385473,0.4509803876470589,0.0767414196309995
baseline,255_Standort.png,Standort,standort,0.4255925714969635,0.875,0,44.92632439013867,0.0,193737014.0,0.0,0.4588235294117647,0.0,255_Standort.png,255,255_Standort.png,0.7655151215416439,0.4598374276933453,0.4549019562352941,0.1055839528973163
baseline,256_Feuerloscher.png,Feuerloscher,feuerloscher,0.2413584142923355,0.9166666666666666,0,43.64267038517052,0.0,287856630.0,0.0,0.4470588235294118,0.0,256_Feuerloscher.png,256,256_Feuerloscher.png,0.7975241284316179,0.4493955628711005,0.4470588190588236,0.0953362408128827
baseline,257_Notausgang.png,Notausgang,notausgang,0.3854025602340698,0.9,0,51.76602130218715,0.0,471319668.0,0.0,0.5019607843137255,0.0,257_Notausgang.png,257,257_Notausgang.png,0.8288430614276412,0.4477986176735771,0.4980392107058824,0.1136003716500981
baseline,258_Brandmelder.png,Brandmelder,brandmelder,0.9284554719924928,0.9090909090909092,0,53.3859866247431,0.0,610496054.0,0.0,0.5098039215686274,0.0,258_Brandmelder.png,258,258_Brandmelder.png,0.8280218487674325,0.4729965293150716,0.5098039164705883,0.1122646180438505
baseline,259_Treppenraum.png,Treppenraum,treppenraum,0.5795910358428955,0.9090909090909092,0,42.8538996658198,0.0,291986218.0,0.0,0.4392156862745098,0.0,259_Treppenraum.png,259,259_Treppenraum.png,0.7974404379922985,0.495097575064637,0.439215681882353,0.0982012739365608
baseline,260_Rettungsweg.png,Rettungsweg,retungsweg,0.3961539566516876,0.8181818181818181,0,42.14719047562388,0.0,277831520.0,0.0,0.4235294117647059,0.0,260_Rettungsweg.png,260,260_Rettungsweg.png,0.7981877225660565,0.5320062551841391,0.4235294075294118,0.1173511277939614
baseline,261_Richtungsangabe.png,Richtungsangabe,richtungsangabe,0.2753722965717315,0.9333333333333332,0,49.87368969729087,0.0,695955828.0,0.0,0.4941176470588235,0.0,261_Richtungsangabe.png,261,261_Richtungsangabe.png,0.8299457427008299,0.4310679348649909,0.4941176421176471,0.0967743185007407
baseline,262_EINWURF.png,EINWURF,eirorf,0.0130442371591925,0.0,0,18.14776368983348,0.0,110001088.0,0.0,0.1843137254901961,0.0,262_EINWURF.png,262,262_EINWURF.png,0.7336102897007373,0.6230059401453114,0.1803921550588235,0.048094801700893
baseline,263_EURO.png,EURO,euro,0.5694637298583984,0.0,0,18.06361199194412,0.0,77577576.0,0.0,0.1764705882352941,0.0,263_EURO.png,263,263_EURO.png,0.7279254207851774,0.6713362480020303,0.1764705864705882,0.0470449383246368
baseline,264_GELD.png,GELD,geld,0.9714972376823424,0.0,0,66.7811668094182,0.0,424097448.0,0.0,0.6313725490196078,0.0,264_GELD.png,264,264_GELD.png,0.7660617202047806,0.4581195612045389,0.6352941112941177,0.0673788753689964
baseline,265_EINWERFEN.png,EINWERFEN,einwerfen,0.6688042879104614,0.0,0,66.87039063397806,0.0,728499410.0,0.0,0.6509803921568628,0.0,265_EINWERFEN.png,265,265_EINWERFEN.png,0.8119422156452001,0.4500347772515489,0.6470588170588236,0.0670428910056916
baseline,266_NUMMER.png,NUMMER,nummer,0.9331063032150269,0.0,0,68.84638785837525,0.0,572053436.0,0.0,0.6549019607843137,0.0,266_NUMMER.png,266,266_NUMMER.png,0.8440831907264673,0.5038899839983878,0.650980385647059,0.0670535681444798
baseline,267_DES.png,DES,des,0.9941822290420532,0.0,0,65.69413953270139,0.0,263657762.0,0.0,0.6431372549019608,0.0,267_DES.png,267,267_DES.png,0.697642257223099,0.4551920179035913,0.6470588170588236,0.0730024134513463
baseline,268_FACHES.png,FACHES,faches,0.9777324199676514,0.0,0,62.563386007762205,0.0,357324654.0,0.0,0.6235294117647059,0.0,268_FACHES.png,268,268_FACHES.png,0.7968299793087035,0.4117288904420727,0.6196078369411766,0.0634816411107741
baseline,269_WAHLEN.png,WAHLEN,wahlen,0.5289146304130554,0.0,0,54.51447934330539,0.0,227266884.0,0.0,0.5529411764705883,0.0,269_WAHLEN.png,269,269_WAHLEN.png,0.7393062191869717,0.3816061455641059,0.5490196023529413,0.0562590187861027
baseline,270_GELDRUCKGABE.png,GELDRUCKGABE,geldruckgabe,0.9638990759849548,0.0,0,65.6899075889466,0.0,980829756.0,0.0,0.6392156862745098,0.0,270_GELDRUCKGABE.png,270,270_GELDRUCKGABE.png,0.8541323525503901,0.4438333098542312,0.6431372484705884,0.0628549095787442
baseline,271_TASTERDRUCKEN.png,TASTERDRUCKEN,tasterdrucken,0.3545598685741424,0.0,0,51.43402293636744,0.0,498502748.0,0.0,0.5333333333333333,0.0,271_TASTERDRUCKEN.png,271,271_TASTERDRUCKEN.png,0.8084987969012256,0.3681478015051127,0.5333333280000001,0.0543889601617654
baseline,272_HEALTHY.png,HEALTHY,healthy,0.6160547137260437,0.0,0,41.34212780568156,0.0,222277858.0,0.0,0.4627450980392157,0.0,272_HEALTHY.png,272,272_HEALTHY.png,0.8922045093862881,0.4645045786124058,0.4627450934117648,0.1853887057408597
baseline,273_COLCHESTER.png,COLCHESTER,colchester,0.5258726477622986,0.0,0,42.89380088120236,0.0,364958672.0,0.0,0.4627450980392157,0.0,273_COLCHESTER.png,273,273_COLCHESTER.png,0.9183186595114816,0.4533443772205241,0.4603921522588234,0.1974243307760113
baseline,274_2000.png,2000,2ooo,0.655524492263794,0.25,0,38.77138895473524,0.0,123869504.0,0.0,0.4235294117647059,0.0,274_2000.png,274,274_2000.png,0.7643543445216755,0.4998282000227745,0.4196078389411765,0.1814186982472774
baseline,275_Communication.png,Communication,communication,0.766194760799408,0.9230769230769232,0,51.52988011891855,0.0,882715642.0,0.0,0.4823529411764706,0.0,275_Communication.png,275,275_Communication.png,0.8241974373694169,0.2496951396601081,0.4784313677647059,0.1496275603148021
baseline,276_for.png,for,fo,0.0687661319971084,0.6666666666666667,0,37.06956261328842,0.0,143379760.0,0.0,0.3803921568627451,0.0,276_for.png,276,276_for.png,0.7610759844506428,0.2146153735320654,0.3803921530588235,0.3092324451848993
baseline,277_E.png,E,e,0.2074716836214065,0.0,0,42.82756532850555,0.0,79690068.0,0.0,0.4235294117647059,0.0,277_E.png,277,277_E.png,0.7018290720472347,0.1745539618227518,0.4235294075294118,0.131203858795812
baseline,278_ineering.png,ineering,ineering,0.7011796236038208,1.0,1,49.22726434564243,0.0,583031050.0,0.0,0.4705882352941176,0.0,278_ineering.png,278,278_ineering.png,0.8076768184210424,0.2517356822688916,0.4705882305882353,0.1570394580753266
baseline,279_Students.png,Students,students,0.5383387207984924,0.875,0,38.83833258088285,0.0,410612510.0,0.0,0.4352941176470588,0.0,279_Students.png,279,279_Students.png,0.8043737342610205,0.3211414732091818,0.439215681882353,0.2100866391886062
baseline,280_TESCO.png,TESCO,tesco,0.9425474405288696,0.0,0,19.726702491655125,0.0,37780204.0,0.0,0.1847058823529426,0.0,280_TESCO.png,280,280_TESCO.png,0.7762482314302247,0.6527029878490151,0.1882352922352941,0.0614032678914881
baseline,281_VALUE.png,VALUE,value,0.902847170829773,0.0,0,23.213853609787908,0.0,63484192.0,0.0,0.2078431372549019,0.0,281_VALUE.png,281,281_VALUE.png,0.7438033773395748,0.7668199961382468,0.2078431351764706,0.0437779440376081
baseline,282_Washing.png,Washing,washing,0.8899719715118408,0.8571428571428572,0,26.37271894354044,0.0,110091946.0,0.0,0.2666666666666666,0.0,282_Washing.png,282,282_Washing.png,0.7720152647148836,0.6321294670527544,0.266666664,0.046249352548597
baseline,283_up.png,up,up,0.1403266936540603,1.0,1,33.42415534483236,0.0,34137088.0,0.0,0.3803921568627451,0.0,283_up.png,283,283_up.png,0.6673477832020231,0.5507216587682496,0.3764705844705883,0.0726113022810458
baseline,284_liquid.png,liquid,liquid,0.6365118026733398,1.0,1,27.54334101886642,0.0,76059150.0,0.0,0.3058823529411765,0.0,284_liquid.png,284,284_liquid.png,0.7356573748154676,0.6324743952979741,0.3019607812941177,0.0476347882338689
baseline,285_SOUNDS.png,SOUNDS,sounds,0.111632727086544,0.0,0,14.721099202706483,0.0,50080368.0,0.0,0.1529411764705882,0.0,285_SOUNDS.png,285,285_SOUNDS.png,0.7331232536923862,0.1378285070064933,0.1490196063529412,0.089368486273642
baseline,286_OF.png,OF,of,0.1941691040992736,0.0,0,26.051661503488297,0.0,54559184.0,0.0,0.2980392156862745,0.0,286_OF.png,286,286_OF.png,0.6994178903197326,0.2468125435596753,0.2980392127058824,0.0963099636581384
baseline,287_SUMMER.png,SUMMER,sumimer,0.2778904736042022,0.0,0,28.332093035049027,0.0,270184396.0,0.0,0.3176470588235294,0.0,287_SUMMER.png,287,287_SUMMER.png,0.7856712227108434,0.3029377947873126,0.3176470556470588,0.113569113163059
baseline,288_The.png,The,the,0.0803055986762046,0.6666666666666667,0,8.072178309764972,0.0,2639480.0,0.0,0.0823529411764705,0.0,288_The.png,288,288_The.png,0.601382552923836,0.1727824502669722,0.0862745089411764,0.1425003864261494
baseline,289_O.png,O,o,0.2887416779994964,0.0,0,8.972539887526706,0.0,895110.0,0.0,0.0941176470588235,0.0,289_O.png,289,289_O.png,0.5544772280407623,0.1155737098101307,0.094117646117647,0.1057942741479897
baseline,290_es.png,es,ps,0.0651710554957389,0.5,0,11.63526906124425,0.0,1981902.0,0.0,0.1215686274509803,0.0,290_es.png,290,290_es.png,0.5837808103400908,0.1753990932686335,0.1215686262352941,0.1542928575965125
baseline,291_best.png,best,best,0.2489163130521774,1.0,1,15.062069691479168,0.0,6736116.0,0.0,0.1607843137254902,0.0,291_best.png,291,291_best.png,0.6314835849534916,0.2190720745084745,0.1607843121176471,0.1652530634275281
baseline,292_live.png,live,live,0.2323689460754394,1.0,1,13.12995346771276,0.0,4651944.0,0.0,0.1411764705882353,0.0,292_live.png,292,292_live.png,0.6078353610764413,0.229822159124487,0.1372549005882353,0.1595832239261062
baseline,293_music.png,music,music,0.4431992471218109,1.0,1,12.245889473577725,0.0,6222680.0,0.0,0.1333333333333333,0.0,293_music.png,293,293_music.png,0.643909533951106,0.2325609008235294,0.133333332,0.1293645733982758
baseline,294_events.png,events,events,0.9366434812545776,1.0,1,11.906077422579564,0.0,7069940.0,0.0,0.1215686274509803,0.0,294_events.png,294,294_events.png,0.6516770562929564,0.2462297239961874,0.1215686262352941,0.1437073372434917
baseline,295_orange.png,orange,orange,0.875387966632843,1.0,1,36.46323700003288,0.0,85778866.0,0.0,0.3725490196078431,0.0,295_orange.png,295,295_orange.png,0.7547244488147775,0.6015628544226644,0.3764705844705883,0.2309890493213631
baseline,296_TM.png,TM,,0.031086329370737,0.0,0,21.11786596790852,0.0,2584632.0,0.0,0.1772549019607844,0.0,296_TM.png,296,296_TM.png,0.873502537676682,0.7069579761236976,0.1788235276235295,0.1526679103720311
baseline,297_Telephone.png,Telephone,telephone,0.7554965615272522,0.8888888888888888,0,71.35393208930357,0.0,1499464774.0,0.0,0.6666666666666666,0.0,297_Telephone.png,297,297_Telephone.png,0.8635750744045542,0.468178613791705,0.6666666600000001,0.0571814869020124
baseline,298_FOCAL.png,FOCAL,focale,0.1499495655298233,0.0,0,33.57648355154706,0.0,15305072.0,0.0,0.3039215686274509,0.0,298_FOCAL.png,298,298_FOCAL.png,0.8721181285288192,0.2946111356269648,0.3039215655882353,0.3207187539730861
baseline,299_DISPLAYS.png,DISPLAYS,displayst,0.0586296208202838,0.0,0,37.43427312489952,0.0,23160258.0,0.0,0.3639215686274509,0.0,299_DISPLAYS.png,299,299_DISPLAYS.png,0.8868845587727264,0.3307991252323137,0.3639215649882352,0.3522319721753205
baseline,300_A11.png,A11,ai,0.0361748859286308,0.0,0,24.54967521688297,0.0,4996978.0,0.0,0.212156862745098,0.0,300_A11.png,300,300_A11.png,0.8750462383584621,0.3370814445929864,0.2125490174823529,0.2507818217894239
baseline,301_dvisory.png,dvisory,aiolt,0.0029073690529912,0.2857142857142857,0,18.34279037887885,0.0,7888500.0,0.0,0.1803921568627451,0.0,301_dvisory.png,301,301_dvisory.png,0.6616020452771098,0.3943188741762408,0.1803921550588235,0.1208266201218046
baseline,302_Service.png,Service,sce,0.0037146431859582,0.2857142857142857,0,32.53062091815981,0.0,8699732.0,0.0,0.3686274509803922,0.0,302_Service.png,302,302_Service.png,0.6572609057350285,0.4485055940408265,0.3686274472941177,0.1216130314408555
baseline,303_Informat.png,Informat,informat,0.4245361685752868,0.875,0,18.929135968997038,0.0,11674434.0,0.0,0.192156862745098,0.0,303_Informat.png,303,303_Informat.png,0.6905186673939386,0.7243796923894523,0.1882352922352941,0.1083392891218318
baseline,304_ESSEX.png,ESSEX,essex,0.9978811144828796,0.0,0,31.316565476309982,0.0,150793838.0,0.0,0.3333333333333333,0.0,304_ESSEX.png,304,304_ESSEX.png,0.7858408334724573,0.3027370315258646,0.33333333,0.2188676060854471
baseline,305_SUMMER.png,SUMMER,summer,0.6811872124671936,0.0,0,30.87935827223905,0.0,207316038.0,0.0,0.3176470588235294,0.0,305_SUMMER.png,305,305_SUMMER.png,0.8064918280368556,0.3068998907916792,0.3137254870588236,0.2571181190957472
baseline,306_SCHOOL.png,SCHOOL,school,0.9366408586502076,0.0,0,31.5326363865561,0.0,216485268.0,0.0,0.3254901960784314,0.0,306_SCHOOL.png,306,306_SCHOOL.png,0.8091635827169945,0.3354977374198531,0.3215686242352942,0.297894082637335
baseline,307_IN.png,IN,in,0.0185427479445934,0.0,0,25.21834873593545,0.0,36012024.0,0.0,0.2588235294117647,0.0,307_IN.png,307,307_IN.png,0.7407149443961835,0.3202139067520865,0.2549019582352941,0.2709245919993988
baseline,308_DATA.png,DATA,data,0.7141456007957458,0.0,0,30.542480279660925,0.0,116575164.0,0.0,0.3058823529411765,0.0,308_DATA.png,308,308_DATA.png,0.779855736232204,0.3160070139941486,0.3098039184705883,0.2864351652002499
baseline,309_ANALYSIS.png,ANALYSIS,analysis,0.7979631423950195,0.0,0,28.36824729207302,0.0,219397890.0,0.0,0.2941176470588235,0.0,309_ANALYSIS.png,309,309_ANALYSIS.png,0.8174719246288116,0.3396353273714678,0.2941176441176471,0.3019173305664884
baseline,310_YOU.png,YOU,you,0.3875997364521026,0.0,0,42.69309218227557,0.0,289117132.0,0.0,0.4717647058823527,0.0,310_YOU.png,310,310_YOU.png,0.7975140570511733,0.325610994640717,0.4705882305882353,0.1068060038578688
baseline,311_ARE.png,ARE,are,0.8315962553024292,0.0,0,51.25349413869921,0.0,385505894.0,0.0,0.5490196078431373,0.0,311_ARE.png,311,311_ARE.png,0.8236613361036688,0.3034418355746636,0.5450980337647059,0.1195639286378126
baseline,312_HERE.png,HERE,here,0.9843950867652892,0.0,0,50.59917825065795,0.0,495853272.0,0.0,0.5372549019607843,0.0,312_HERE.png,312,312_HERE.png,0.8381587286282371,0.2615126803801492,0.5333333280000001,0.136530755841597
baseline,313_DEPARTMENT.png,DEPARTMENT,department,0.1929816156625747,0.0,0,87.68028986191521,0.0,2096692774.0,0.0,0.8,0.0,313_DEPARTMENT.png,313,313_DEPARTMENT.png,0.8728826641774144,0.263911841618221,0.7960784234117648,0.1101700738631158
baseline,314_OF.png,OF,of,0.0468028038740158,0.0,0,88.28683349219185,0.0,426712158.0,0.0,0.7725490196078432,0.0,314_OF.png,314,314_OF.png,0.8298969088496171,0.2593838684221497,0.7686274432941178,0.1602183407730158
baseline,315_GOVERNMENT.png,GOVERNMENT,government,0.7314114570617676,0.0,0,81.74304195690877,0.0,2077017612.0,0.0,0.7372549019607844,0.0,315_GOVERNMENT.png,315,315_GOVERNMENT.png,0.8905163750726928,0.2073381700325029,0.7411764631764708,0.1404096489340967
baseline,316_COURSES.png,COURSES,courses,0.8648868799209595,0.0,0,87.62923899479414,0.0,1593545024.0,0.0,0.7843137254901961,0.0,316_COURSES.png,316,316_COURSES.png,0.8961018360648465,0.2540665751654125,0.7803921490588237,0.1331537509993687
baseline,317_FOR.png,FOR,for,0.9612618088722228,0.0,0,88.54868660831805,0.0,675638792.0,0.0,0.7650980392156859,0.0,317_FOR.png,317,317_FOR.png,0.8148244311274205,0.2587882976021694,0.7686274432941178,0.1786702782441358
baseline,318_STAFF.png,STAFF,staff,0.998827874660492,0.0,0,79.24007922910528,0.0,893585768.0,0.0,0.7254901960784313,0.0,318_STAFF.png,318,318_STAFF.png,0.8427377522620376,0.1862385575260789,0.7254901888235296,0.0909012592907066
baseline,319_iiyama.png,iiyama,iyama,0.1055917218327522,0.8333333333333334,0,20.918731001975065,0.0,35786044.0,0.0,0.196078431372549,0.0,319_iiyama.png,319,319_iiyama.png,0.7180653560691034,0.351483685293754,0.1921568608235294,0.0644992538285519
baseline,320_POCKET.png,POCKET,pocket,0.9808439016342164,0.0,0,63.74744873552239,0.0,576622924.0,0.0,0.6235294117647059,0.0,320_POCKET.png,320,320_POCKET.png,0.7612068080738973,0.4430650724302341,0.6274509741176472,0.0752607292006184
baseline,321_FLASH.png,FLASH,flash,0.3870876431465149,0.0,0,65.50621675033901,0.0,635473956.0,0.0,0.6509803921568628,0.0,321_FLASH.png,321,321_FLASH.png,0.7660291201037208,0.4447210166255489,0.650980385647059,0.0839410012395509
baseline,322_READER.png,READER,reader,0.6771616339683533,0.0,0,60.01253931556288,0.0,612630130.0,0.0,0.6235294117647059,0.0,322_READER.png,322,322_READER.png,0.7696357623939951,0.4487897842446356,0.6274509741176472,0.0794727253378555
baseline,323_Start.png,Start,start,0.4423876702785492,0.8,0,21.54427891543465,0.0,9753414.0,0.0,0.2247058823529412,0.0,323_Start.png,323,323_Start.png,0.6557575708042063,0.431489172816635,0.2235294095294118,0.2072674960952506
baseline,324_WinrM.png,WinrM,wrm,0.0745350122451782,0.1999999999999999,0,16.632510840983258,0.0,4905984.0,0.0,0.1686274509803921,0.0,324_WinrM.png,324,324_WinrM.png,0.6331203428194021,0.4540037905263758,0.1725490178823529,0.1082806221435305
baseline,325_Technology.png,Technology,technology,0.2448393106460571,0.9,0,40.3688814728736,0.0,2002953090.0,0.0,0.4156862745098039,0.0,325_Technology.png,325,325_Technology.png,0.838862535370422,0.2700904620399715,0.4156862703529412,0.0681880474298528
baseline,326_for.png,for,for,0.3206497132778168,1.0,1,43.89865484411227,0.0,120910692.0,0.0,0.4666666666666667,0.0,326_for.png,326,326_for.png,0.7061600843136123,0.407952266376601,0.4705882305882353,0.0796741169202358
baseline,327_life.png,life,life,0.0633156448602676,1.0,1,44.31554650972929,0.0,123939320.0,0.0,0.4666666666666667,0.0,327_life.png,327,327_life.png,0.7175562937493527,0.3489793051367308,0.4627450934117648,0.0987066064277343
baseline,328_jungle.png,jungle,jungle,0.0813975632190704,1.0,1,52.65528773776556,0.0,4078364142.0,0.0,0.5372549019607843,0.0,328_jungle.png,328,328_jungle.png,0.837976042407377,0.4800211655143745,0.5411764651764707,0.0499103821654158
baseline,329_SNOUT.png,SNOUT,svout,0.710857093334198,0.0,0,49.46883859280719,0.0,728358968.0,0.0,0.5372549019607843,0.0,329_SNOUT.png,329,329_SNOUT.png,0.8263199654035783,0.223167983752121,0.5411764651764707,0.1317369684071409
baseline,330_X.png,X,l,0.1226130947470665,0.0,0,16.76955230736613,0.0,101426800.0,0.0,0.0980392156862745,0.0,330_X.png,330,330_X.png,0.7600029956514937,0.2402262171676914,0.0980392147058823,0.1408069181160613
baseline,331_graphic.png,graphic,graphic,0.6500908732414246,1.0,1,36.02801831887355,0.0,403748886.0,0.0,0.3058823529411765,0.0,331_graphic.png,331,331_graphic.png,0.8094789834556398,0.3462046122109267,0.3098039184705883,0.0456227643286042
baseline,332_JAVA.png,JAVA,java,0.0317649319767952,0.0,0,45.831181726029136,0.0,1803076816.0,0.0,0.4588235294117647,0.0,332_JAVA.png,332,332_JAVA.png,0.8151237029655848,0.4497287538322005,0.4588235248235294,0.0436808619412895
